"Timestamp","CPU cores","CPU capacity provisioned [MHZ]","CPU usage [MHZ]","CPU usage [%]","Memory capacity provisioned [KB]","Memory usage [KB]","Memory usage [%]","Disk read throughput [KB/s]","Disk write throughput [KB/s]","Disk size [GB]","Network received throughput [KB/s]","Network transmitted throughput [KB/s]"
"16.11.2015 16:25:00","4","0","209","2,17","10485760","753926","7,19","0","1","350","3","2"
"16.11.2015 16:30:00","4","0","396","4,13","10485760","620757","5,92","0","1","350","97","105"
"16.11.2015 16:35:00","4","0","212","2,22","10485760","403702","3,85","0","1","350","3","1"
"16.11.2015 16:40:00","4","0","210","2,19","10485760","620757","5,92","0","1","350","3","1"
"16.11.2015 16:45:00","4","0","469","4,88","10485760","760218","7,25","5","8","350","56","62"
"16.11.2015 16:50:00","4","0","315","3,29","10485760","998244","9,52","37","6","350","27","30"
"16.11.2015 16:55:00","4","0","206","2,15","10485760","656409","6,26","0","1","350","2","1"
"16.11.2015 17:00:00","4","0","433","4,52","10485760","397410","3,79","0","2","350","119","228"
"16.11.2015 17:05:00","4","0","206","2,15","10485760","466616","4,45","0","1","350","3","2"
"16.11.2015 17:10:00","4","0","203","2,12","10485760","460325","4,39","0","1","350","2","1"
"16.11.2015 17:15:00","4","0","207","2,16","10485760","432013","4,12","0","1","350","3","2"
"16.11.2015 17:20:00","4","0","209","2,18","10485760","473956","4,52","0","1","350","3","1"
"16.11.2015 17:25:00","4","0","216","2,26","10485760","565182","5,39","0","1","350","2","2"
"16.11.2015 17:30:00","4","0","389","4,05","10485760","704643","6,72","0","2","350","97","105"
"16.11.2015 17:35:00","4","0","204","2,13","10485760","691012","6,59","0","1","350","2","2"
"16.11.2015 17:40:00","4","0","203","2,12","10485760","586154","5,59","0","1","350","2","1"
"16.11.2015 17:45:00","4","0","206","2,15","10485760","509608","4,86","0","1","350","3","2"
"16.11.2015 17:50:00","4","0","204","2,12","10485760","404750","3,86","0","2","350","2","1"
"16.11.2015 17:55:00","4","0","200","2,09","10485760","418382","3,99","0","1","350","2","1"
"16.11.2015 18:00:00","4","0","303","3,16","10485760","411042","3,92","2","3","350","54","59"
"16.11.2015 18:05:00","4","0","309","3,22","10485760","502268","4,79","8","4","350","61","61"
"16.11.2015 18:10:00","4","0","204","2,12","10485760","481296","4,59","0","1","350","3","1"
"16.11.2015 18:15:00","4","0","207","2,16","10485760","502268","4,79","0","1","350","3","2"
"16.11.2015 18:20:00","4","0","202","2,11","10485760","509608","4,86","0","1","350","2","1"
"16.11.2015 18:25:00","4","0","203","2,12","10485760","607126","5,79","0","1","350","2","1"
"16.11.2015 18:30:00","4","0","202","2,11","10485760","404750","3,86","0","1","350","2","1"
"16.11.2015 18:35:00","4","0","384","4","10485760","586154","5,59","0","1","350","97","105"
"16.11.2015 18:40:00","4","0","200","2,08","10485760","502268","4,79","0","1","350","3","1"
"16.11.2015 18:45:00","4","0","205","2,14","10485760","369099","3,52","0","2","350","3","2"
"16.11.2015 18:50:00","4","0","201","2,09","10485760","445645","4,25","0","1","350","2","1"
"16.11.2015 18:55:00","4","0","204","2,12","10485760","544211","5,19","0","1","350","2","1"
"16.11.2015 19:00:00","4","0","202","2,11","10485760","494928","4,72","0","1","350","2","1"
"16.11.2015 19:05:00","4","0","378","3,94","10485760","649069","6,19","0","1","350","97","105"
"16.11.2015 19:10:00","4","0","201","2,1","10485760","592445","5,65","0","3","350","3","1"
"16.11.2015 19:15:00","4","0","209","2,17","10485760","473956","4,52","0","3","350","3","1"
"16.11.2015 19:20:00","4","0","203","2,12","10485760","544211","5,19","0","3","350","2","1"
"16.11.2015 19:25:00","4","0","202","2,1","10485760","432013","4,12","0","4","350","3","1"
"16.11.2015 19:30:00","4","0","200","2,09","10485760","452985","4,32","0","3","350","2","1"
"16.11.2015 19:35:00","4","0","380","3,96","10485760","319816","3,05","0","12","350","97","105"
"16.11.2015 19:40:00","4","0","201","2,1","10485760","418382","3,99","0","3","350","3","1"
"16.11.2015 19:45:00","4","0","205","2,14","10485760","551551","5,26","0","3","350","3","2"
"16.11.2015 19:50:00","4","0","200","2,08","10485760","565182","5,39","0","3","350","2","1"
"16.11.2015 19:55:00","4","0","203","2,11","10485760","473956","4,52","0","3","350","2","1"
"16.11.2015 20:00:00","4","0","256","2,67","10485760","355467","3,39","0","3","350","24","125"
"16.11.2015 20:05:00","4","0","307","3,2","10485760","599785","5,72","0","22","350","52","55"
"16.11.2015 20:10:00","4","0","291","3,03","10485760","530579","5,06","0","8","350","48","52"
"16.11.2015 20:15:00","4","0","209","2,18","10485760","439353","4,19","0","3","350","3","1"
"16.11.2015 20:20:00","4","0","210","2,18","10485760","446693","4,26","0","3","350","2","1"
"16.11.2015 20:25:00","4","0","206","2,15","10485760","432013","4,12","0","3","350","3","1"
"16.11.2015 20:30:00","4","0","204","2,12","10485760","502268","4,79","0","3","350","2","1"
"16.11.2015 20:35:00","4","0","205","2,14","10485760","361759","3,45","0","3","350","3","1"
"16.11.2015 20:40:00","4","0","383","3,99","10485760","536871","5,12","0","12","350","97","105"
"16.11.2015 20:45:00","4","0","209","2,18","10485760","550502","5,25","0","4","350","3","2"
"16.11.2015 20:50:00","4","0","203","2,11","10485760","523239","4,99","0","3","350","2","1"
"16.11.2015 20:55:00","4","0","203","2,12","10485760","544211","5,19","0","4","350","3","1"
"16.11.2015 21:00:00","4","0","206","2,14","10485760","340787","3,25","0","3","350","2","1"
"16.11.2015 21:05:00","4","0","208","2,17","10485760","529531","5,05","0","4","350","3","2"
"16.11.2015 21:10:00","4","0","389","4,05","10485760","628097","5,99","0","13","350","97","105"
"16.11.2015 21:15:00","4","0","214","2,23","10485760","565182","5,39","0","3","350","3","2"
"16.11.2015 21:20:00","4","0","216","2,25","10485760","418382","3,99","0","4","350","3","1"
"16.11.2015 21:25:00","4","0","213","2,22","10485760","334496","3,19","0","3","350","3","2"
"16.11.2015 21:30:00","4","0","205","2,14","10485760","544211","5,19","0","3","350","3","2"
"16.11.2015 21:35:00","4","0","207","2,16","10485760","599785","5,72","0","3","350","3","2"
"16.11.2015 21:40:00","4","0","390","4,07","10485760","565182","5,39","0","12","350","97","105"
"16.11.2015 21:45:00","4","0","212","2,21","10485760","565182","5,39","0","4","350","4","2"
"16.11.2015 21:50:00","4","0","207","2,16","10485760","607126","5,79","0","3","350","3","2"
"16.11.2015 21:55:00","4","0","208","2,16","10485760","502268","4,79","0","3","350","3","1"
"16.11.2015 22:00:00","4","0","213","2,22","10485760","502268","4,79","1","5","350","4","5"
"16.11.2015 22:05:00","4","0","206","2,14","10485760","607126","5,79","0","3","350","3","2"
"16.11.2015 22:10:00","4","0","292","3,04","10485760","753926","7,19","0","8","350","47","49"
"16.11.2015 22:15:00","4","0","302","3,15","10485760","571474","5,45","0","8","350","53","57"
"16.11.2015 22:20:00","4","0","207","2,15","10485760","466616","4,45","0","3","350","3","2"
"16.11.2015 22:25:00","4","0","209","2,17","10485760","508559","4,85","0","3","350","3","2"
"16.11.2015 22:30:00","4","0","203","2,12","10485760","397410","3,79","0","3","350","3","2"
"16.11.2015 22:35:00","4","0","207","2,16","10485760","418382","3,99","0","3","350","3","2"
"16.11.2015 22:40:00","4","0","205","2,14","10485760","319816","3,05","0","3","350","3","2"
"16.11.2015 22:45:00","4","0","388","4,04","10485760","565182","5,39","0","12","350","98","106"
"16.11.2015 22:50:00","4","0","203","2,11","10485760","481296","4,59","0","3","350","2","2"
"16.11.2015 22:55:00","4","0","203","2,11","10485760","452985","4,32","0","3","350","2","2"
"16.11.2015 23:00:00","4","0","248","2,58","10485760","424673","4,05","0","3","350","24","125"
"16.11.2015 23:05:00","4","0","203","2,11","10485760","494928","4,72","0","3","350","2","2"
"16.11.2015 23:10:00","4","0","202","2,11","10485760","718275","6,85","0","4","350","2","2"
"16.11.2015 23:15:00","4","0","395","4,12","10485760","536871","5,12","0","12","350","97","105"
"16.11.2015 23:20:00","4","0","212","2,21","10485760","578814","5,52","0","3","350","2","2"
"16.11.2015 23:25:00","4","0","207","2,16","10485760","481296","4,59","0","3","350","2","2"
"16.11.2015 23:30:00","4","0","203","2,12","10485760","432013","4,12","0","3","350","2","2"
"16.11.2015 23:35:00","4","0","204","2,12","10485760","425722","4,06","0","3","350","2","2"
"16.11.2015 23:40:00","4","0","202","2,11","10485760","515899","4,92","0","3","350","2","2"
"16.11.2015 23:45:00","4","0","384","4,01","10485760","481296","4,59","0","12","350","94","101"
"16.11.2015 23:50:00","4","0","208","2,16","10485760","481296","4,59","0","3","350","5","6"
"16.11.2015 23:55:00","4","0","209","2,18","10485760","460325","4,39","0","66","350","2","2"
"17.11.2015 00:00:00","4","0","214","2,23","10485760","641728","6,12","0","3","350","2","2"
"17.11.2015 00:05:00","4","0","233","2,42","10485760","670040","6,39","12","12","350","18","13"
"17.11.2015 00:10:00","4","0","298","3,11","10485760","795869","7,59","4","15","350","3","2"
"17.11.2015 00:15:00","4","0","284","2,96","10485760","439353","4,19","0","7","350","41","43"
"17.11.2015 00:20:00","4","0","314","3,28","10485760","397410","3,79","0","8","350","58","64"
"17.11.2015 00:25:00","4","0","207","2,16","10485760","460325","4,39","0","3","350","2","2"
"17.11.2015 00:30:00","4","0","207","2,16","10485760","348127","3,32","0","3","350","2","2"
"17.11.2015 00:35:00","4","0","210","2,18","10485760","550502","5,25","51","4","350","3","2"
"17.11.2015 00:40:00","4","0","204","2,13","10485760","613417","5,85","0","3","350","2","2"
"17.11.2015 00:45:00","4","0","211","2,2","10485760","418382","3,99","0","5","350","3","2"
"17.11.2015 00:50:00","4","0","388","4,04","10485760","494928","4,72","0","12","350","97","105"
"17.11.2015 00:55:00","4","0","203","2,12","10485760","473956","4,52","0","3","350","2","2"
"17.11.2015 01:00:00","4","0","206","2,15","10485760","473956","4,52","0","3","350","2","2"
"17.11.2015 01:05:00","4","0","429","4,48","10485760","593494","5,66","998","44","350","6","124"
"17.11.2015 01:10:00","4","0","281","2,92","10485760","1032847","9,85","289","10","350","3","20"
"17.11.2015 01:15:00","4","0","209","2,18","10485760","523239","4,99","0","3","350","2","2"
"17.11.2015 01:20:00","4","0","386","4,02","10485760","515899","4,92","1","12","350","100","110"
"17.11.2015 01:25:00","4","0","202","2,1","10485760","634388","6,05","0","3","350","2","2"
"17.11.2015 01:30:00","4","0","210","2,18","10485760","473956","4,52","0","3","350","2","2"
"17.11.2015 01:35:00","4","0","209","2,18","10485760","445645","4,25","0","3","350","2","2"
"17.11.2015 01:40:00","4","0","209","2,18","10485760","466616","4,45","0","3","350","2","2"
"17.11.2015 01:45:00","4","0","221","2,31","10485760","676332","6,45","46","3","350","3","2"
"17.11.2015 01:50:00","4","0","390","4,06","10485760","544211","5,19","0","12","350","93","100"
"17.11.2015 01:55:00","4","0","216","2,26","10485760","572522","5,46","0","3","350","6","7"
"17.11.2015 02:00:00","4","0","249","2,6","10485760","466616","4,45","7","5","350","26","129"
"17.11.2015 02:05:00","4","0","217","2,26","10485760","711983","6,79","3","5","350","3","2"
"17.11.2015 02:10:00","4","0","207","2,16","10485760","544211","5,19","0","3","350","2","2"
"17.11.2015 02:15:00","4","0","216","2,24","10485760","502268","4,79","0","3","350","2","2"
"17.11.2015 02:20:00","4","0","274","2,86","10485760","327156","3,12","0","7","350","38","40"
"17.11.2015 02:25:00","4","0","319","3,32","10485760","536871","5,12","0","9","350","61","67"
"17.11.2015 02:30:00","4","0","208","2,17","10485760","649069","6,19","0","3","350","2","2"
"17.11.2015 02:35:00","4","0","207","2,15","10485760","494928","4,72","0","3","350","2","2"
"17.11.2015 02:40:00","4","0","208","2,17","10485760","355467","3,39","0","3","350","2","2"
"17.11.2015 02:45:00","4","0","214","2,23","10485760","481296","4,59","0","4","350","3","2"
"17.11.2015 02:50:00","4","0","214","2,23","10485760","649069","6,19","1","85","350","10","9"
"17.11.2015 02:55:00","4","0","386","4,02","10485760","753926","7,19","0","12","350","97","105"
"17.11.2015 03:00:00","4","0","207","2,16","10485760","662700","6,32","0","3","350","2","1"
"17.11.2015 03:05:00","4","0","217","2,27","10485760","557842","5,32","2","3","350","3","2"
"17.11.2015 03:10:00","4","0","209","2,18","10485760","509608","4,86","0","3","350","2","1"
"17.11.2015 03:15:00","4","0","214","2,23","10485760","460325","4,39","0","3","350","3","2"
"17.11.2015 03:20:00","4","0","212","2,21","10485760","411042","3,92","0","3","350","2","1"
"17.11.2015 03:25:00","4","0","398","4,14","10485760","319816","3,05","0","12","350","97","105"
"17.11.2015 03:30:00","4","0","206","2,15","10485760","599785","5,72","0","3","350","2","2"
"17.11.2015 03:35:00","4","0","208","2,17","10485760","509608","4,86","0","3","350","3","2"
"17.11.2015 03:40:00","4","0","210","2,19","10485760","473956","4,52","0","3","350","3","2"
"17.11.2015 03:45:00","4","0","213","2,22","10485760","348127","3,32","0","4","350","3","2"
"17.11.2015 03:50:00","4","0","205","2,14","10485760","502268","4,79","0","3","350","2","1"
"17.11.2015 03:55:00","4","0","383","3,99","10485760","439353","4,19","0","12","350","94","101"
"17.11.2015 04:00:00","4","0","213","2,22","10485760","516948","4,93","0","4","350","5","6"
"17.11.2015 04:05:00","4","0","212","2,21","10485760","348127","3,32","2","5","350","3","2"
"17.11.2015 04:10:00","4","0","208","2,16","10485760","536871","5,12","0","3","350","2","1"
"17.11.2015 04:15:00","4","0","216","2,25","10485760","515899","4,92","0","3","350","3","1"
"17.11.2015 04:20:00","4","0","204","2,13","10485760","523239","4,99","0","4","350","2","1"
"17.11.2015 04:25:00","4","0","287","2,99","10485760","515899","4,92","0","7","350","44","46"
"17.11.2015 04:30:00","4","0","303","3,16","10485760","536871","5,12","1","9","350","56","61"
"17.11.2015 04:35:00","4","0","207","2,15","10485760","523239","4,99","0","3","350","3","1"
"17.11.2015 04:40:00","4","0","207","2,16","10485760","187695","1,79","0","3","350","2","1"
"17.11.2015 04:45:00","4","0","205","2,14","10485760","418382","3,99","0","4","350","3","2"
"17.11.2015 04:50:00","4","0","200","2,08","10485760","481296","4,59","0","3","350","2","1"
"17.11.2015 04:55:00","4","0","204","2,13","10485760","397410","3,79","0","3","350","3","1"
"17.11.2015 05:00:00","4","0","428","4,46","10485760","460325","4,39","1","12","350","119","229"
"17.11.2015 05:05:00","4","0","210","2,19","10485760","683672","6,52","1","3","350","3","2"
"17.11.2015 05:10:00","4","0","202","2,11","10485760","502268","4,79","0","4","350","2","1"
"17.11.2015 05:15:00","4","0","200","2,08","10485760","523239","4,99","0","3","350","3","2"
"17.11.2015 05:20:00","4","0","201","2,1","10485760","565182","5,39","0","3","350","2","1"
"17.11.2015 05:25:00","4","0","202","2,1","10485760","403702","3,85","0","3","350","3","1"
"17.11.2015 05:30:00","4","0","380","3,97","10485760","586154","5,59","0","12","350","97","105"
"17.11.2015 05:35:00","4","0","205","2,13","10485760","432013","4,12","0","3","350","3","1"
"17.11.2015 05:40:00","4","0","205","2,14","10485760","613417","5,85","0","3","350","2","1"
"17.11.2015 05:45:00","4","0","210","2,19","10485760","529531","5,05","0","3","350","3","2"
"17.11.2015 05:50:00","4","0","206","2,14","10485760","502268","4,79","0","3","350","2","1"
"17.11.2015 05:55:00","4","0","200","2,09","10485760","593494","5,66","0","3","350","3","1"
"17.11.2015 06:00:00","4","0","379","3,94","10485760","578814","5,52","9","14","350","95","105"
"17.11.2015 06:05:00","4","0","231","2,41","10485760","746586","7,12","8","11","350","19","15"
"17.11.2015 06:10:00","4","0","205","2,14","10485760","460325","4,39","0","3","350","2","1"
"17.11.2015 06:15:00","4","0","211","2,2","10485760","403702","3,85","0","4","350","3","2"
"17.11.2015 06:20:00","4","0","203","2,12","10485760","487588","4,65","0","3","350","2","1"
"17.11.2015 06:25:00","4","0","202","2,1","10485760","376439","3,59","0","3","350","3","1"
"17.11.2015 06:30:00","4","0","289","3,01","10485760","445645","4,25","0","8","350","46","49"
"17.11.2015 06:35:00","4","0","300","3,12","10485760","634388","6,05","0","8","350","53","58"
"17.11.2015 06:40:00","4","0","205","2,14","10485760","376439","3,59","0","3","350","2","1"
"17.11.2015 06:45:00","4","0","211","2,2","10485760","502268","4,79","0","4","350","3","2"
"17.11.2015 06:50:00","4","0","201","2,09","10485760","691012","6,59","0","3","350","2","1"
"17.11.2015 06:55:00","4","0","202","2,1","10485760","565182","5,39","0","3","350","3","1"
"17.11.2015 07:00:00","4","0","205","2,13","10485760","473956","4,52","0","3","350","2","1"
"17.11.2015 07:05:00","4","0","386","4,03","10485760","571474","5,45","0","12","350","97","105"
"17.11.2015 07:10:00","4","0","206","2,15","10485760","536871","5,12","0","3","350","2","2"
"17.11.2015 07:15:00","4","0","210","2,19","10485760","446693","4,26","0","3","350","3","2"
"17.11.2015 07:20:00","4","0","215","2,24","10485760","481296","4,59","0","17","350","3","1"
"17.11.2015 07:25:00","4","0","211","2,19","10485760","536871","5,12","0","3","350","3","1"
"17.11.2015 07:30:00","4","0","207","2,16","10485760","565182","5,39","0","3","350","2","2"
"17.11.2015 07:35:00","4","0","388","4,05","10485760","607126","5,79","0","12","350","97","105"
"17.11.2015 07:40:00","4","0","207","2,16","10485760","662700","6,32","0","3","350","2","2"
"17.11.2015 07:45:00","4","0","211","2,19","10485760","481296","4,59","0","3","350","3","2"
"17.11.2015 07:50:00","4","0","204","2,13","10485760","460325","4,39","0","3","350","2","1"
"17.11.2015 07:55:00","4","0","205","2,14","10485760","529531","5,05","0","4","350","3","2"
"17.11.2015 08:00:00","4","0","254","2,65","10485760","466616","4,45","0","4","350","24","125"
"17.11.2015 08:05:00","4","0","388","4,04","10485760","481296","4,59","1","12","350","97","105"
"17.11.2015 08:10:00","4","0","205","2,13","10485760","607126","5,79","0","4","350","2","2"
"17.11.2015 08:15:00","4","0","205","2,14","10485760","460325","4,39","0","3","350","3","2"
"17.11.2015 08:20:00","4","0","205","2,14","10485760","508559","4,85","0","3","350","3","1"
"17.11.2015 08:25:00","4","0","206","2,14","10485760","508559","4,85","0","3","350","3","1"
"17.11.2015 08:30:00","4","0","207","2,16","10485760","382730","3,65","0","3","350","2","1"
"17.11.2015 08:35:00","4","0","286","2,98","10485760","711983","6,79","0","7","350","43","45"
"17.11.2015 08:40:00","4","0","309","3,22","10485760","774898","7,39","0","8","350","57","62"
"17.11.2015 08:45:00","4","0","209","2,18","10485760","432013","4,12","0","3","350","3","2"
"17.11.2015 08:50:00","4","0","204","2,13","10485760","502268","4,79","0","3","350","2","1"
"17.11.2015 08:55:00","4","0","206","2,14","10485760","557842","5,32","0","3","350","3","1"
"17.11.2015 09:00:00","4","0","207","2,16","10485760","508559","4,85","0","3","350","2","1"
"17.11.2015 09:05:00","4","0","209","2,18","10485760","586154","5,59","0","28","350","3","2"
"17.11.2015 09:10:00","4","0","388","4,05","10485760","592445","5,65","0","13","350","97","105"
"17.11.2015 09:15:00","4","0","217","2,26","10485760","544211","5,19","0","3","350","3","2"
"17.11.2015 09:20:00","4","0","211","2,2","10485760","558891","5,33","0","3","350","3","1"
"17.11.2015 09:25:00","4","0","207","2,16","10485760","418382","3,99","0","3","350","3","1"
"17.11.2015 09:30:00","4","0","206","2,15","10485760","445645","4,25","0","3","350","2","1"
"17.11.2015 09:35:00","4","0","209","2,18","10485760","613417","5,85","0","4","350","3","1"
"17.11.2015 09:40:00","4","0","408","4,25","10485760","550502","5,25","0","12","350","97","105"
"17.11.2015 09:45:00","4","0","214","2,23","10485760","571474","5,45","0","5","350","3","2"
"17.11.2015 09:50:00","4","0","206","2,14","10485760","494928","4,72","0","3","350","2","1"
"17.11.2015 09:55:00","4","0","203","2,11","10485760","565182","5,39","0","3","350","3","1"
"17.11.2015 10:00:00","4","0","207","2,15","10485760","403702","3,85","2","5","350","4","5"
"17.11.2015 10:05:00","4","0","206","2,15","10485760","523239","4,99","0","3","350","3","2"
"17.11.2015 10:10:00","4","0","401","4,18","10485760","628097","5,99","17","15","350","98","111"
"17.11.2015 10:15:00","4","0","217","2,26","10485760","879755","8,39","22","5","350","7","10"
"17.11.2015 10:20:00","4","0","309","3,22","10485760","1089470","10,39","40","28","350","42","43"
"17.11.2015 10:25:00","4","0","213","2,22","10485760","607126","5,79","0","7","350","9","9"
"17.11.2015 10:30:00","4","0","274","2,86","10485760","515899","4,92","12","16","350","41","42"
"17.11.2015 10:35:00","4","0","261","2,72","10485760","586154","5,59","17","17","350","32","31"
"17.11.2015 10:40:00","4","0","284","2,96","10485760","586154","5,59","1","15","350","48","49"
"17.11.2015 10:45:00","4","0","357","3,72","10485760","655360","6,25","70","21","350","82","81"
"17.11.2015 10:50:00","4","0","198","2,07","10485760","670040","6,39","0","4","350","3","2"
"17.11.2015 10:55:00","4","0","202","2,11","10485760","544211","5,19","0","4","350","4","4"
"17.11.2015 11:00:00","4","0","251","2,61","10485760","509608","4,86","7","4","350","26","128"
"17.11.2015 11:05:00","4","0","201","2,1","10485760","494928","4,72","0","3","350","3","2"
"17.11.2015 11:10:00","4","0","203","2,12","10485760","424673","4,05","0","4","350","2","1"
"17.11.2015 11:15:00","4","0","393","4,1","10485760","620757","5,92","0","13","350","97","105"
"17.11.2015 11:20:00","4","0","208","2,16","10485760","403702","3,85","0","3","350","3","2"
"17.11.2015 11:25:00","4","0","205","2,14","10485760","334496","3,19","0","3","350","3","1"
"17.11.2015 11:30:00","4","0","201","2,09","10485760","530579","5,06","0","4","350","2","1"
"17.11.2015 11:35:00","4","0","199","2,07","10485760","481296","4,59","0","3","350","3","2"
"17.11.2015 11:40:00","4","0","198","2,06","10485760","676332","6,45","0","3","350","2","1"
"17.11.2015 11:45:00","4","0","385","4,01","10485760","473956","4,52","0","13","350","97","105"
"17.11.2015 11:50:00","4","0","255","2,66","10485760","432013","4,12","11","4","350","39","27"
"17.11.2015 11:55:00","4","0","199","2,08","10485760","466616","4,45","0","3","350","3","1"
"17.11.2015 12:00:00","4","0","204","2,13","10485760","439353","4,19","0","3","350","3","1"
"17.11.2015 12:05:00","4","0","224","2,33","10485760","704643","6,72","8","11","350","16","11"
"17.11.2015 12:10:00","4","0","201","2,09","10485760","516948","4,93","0","4","350","2","2"
"17.11.2015 12:15:00","4","0","384","4","10485760","578814","5,52","0","129","350","97","105"
"17.11.2015 12:20:00","4","0","201","2,09","10485760","635437","6,06","0","3","350","3","1"
"17.11.2015 12:25:00","4","0","199","2,08","10485760","481296","4,59","0","3","350","3","1"
"17.11.2015 12:30:00","4","0","199","2,07","10485760","382730","3,65","0","3","350","2","1"
"17.11.2015 12:35:00","4","0","200","2,08","10485760","411042","3,92","0","3","350","3","2"
"17.11.2015 12:40:00","4","0","198","2,07","10485760","494928","4,72","0","3","350","2","1"
"17.11.2015 12:45:00","4","0","297","3,1","10485760","572522","5,46","5","10","350","49","55"
"17.11.2015 12:50:00","4","0","449","4,68","10485760","1215300","11,59","14","17","350","90","102"
"17.11.2015 12:55:00","4","0","315","3,29","10485760","1215300","11,59","30","175","350","44","50"
"17.11.2015 13:00:00","4","0","215","2,24","10485760","984613","9,39","0","7","350","9","9"
"17.11.2015 13:05:00","4","0","253","2,63","10485760","592445","5,65","9","15","350","31","31"
"17.11.2015 13:10:00","4","0","266","2,77","10485760","628097","5,99","10","15","350","38","39"
"17.11.2015 13:15:00","4","0","232","2,42","10485760","816841","7,79","44","13","350","21","16"
"17.11.2015 13:20:00","4","0","385","4,01","10485760","851444","8,12","0","12","350","97","106"
"17.11.2015 13:25:00","4","0","205","2,14","10485760","446693","4,26","0","4","350","3","2"
"17.11.2015 13:30:00","4","0","231","2,4","10485760","481296","4,59","11","8","350","10","15"
"17.11.2015 13:35:00","4","0","328","3,42","10485760","788529","7,52","108","17","350","59","157"
"17.11.2015 13:40:00","4","0","221","2,31","10485760","620757","5,92","0","7","350","9","15"
"17.11.2015 13:45:00","4","0","262","2,73","10485760","641728","6,12","6","14","350","35","36"
"17.11.2015 13:50:00","4","0","445","4,63","10485760","607126","5,79","43","25","350","131","136"
"17.11.2015 13:55:00","4","0","202","2,1","10485760","1019216","9,72","0","3","350","3","2"
"17.11.2015 14:00:00","4","0","258","2,69","10485760","515899","4,92","4","5","350","26","128"
"17.11.2015 14:05:00","4","0","208","2,17","10485760","481296","4,59","0","3","350","3","2"
"17.11.2015 14:10:00","4","0","205","2,13","10485760","536871","5,12","0","3","350","2","1"
"17.11.2015 14:15:00","4","0","204","2,12","10485760","460325","4,39","0","3","350","3","2"
"17.11.2015 14:20:00","4","0","377","3,93","10485760","403702","3,85","0","12","350","94","101"
"17.11.2015 14:25:00","4","0","212","2,21","10485760","452985","4,32","0","3","350","6","6"
"17.11.2015 14:30:00","4","0","221","2,3","10485760","662700","6,32","6","4","350","6","7"
"17.11.2015 14:35:00","4","0","202","2,11","10485760","718275","6,85","0","3","350","3","2"
"17.11.2015 14:40:00","4","0","202","2,11","10485760","508559","4,85","0","3","350","2","1"
"17.11.2015 14:45:00","4","0","205","2,13","10485760","390070","3,72","0","3","350","3","2"
"17.11.2015 14:50:00","4","0","248","2,58","10485760","509608","4,86","0","6","350","26","27"
"17.11.2015 14:55:00","4","0","342","3,56","10485760","613417","5,85","0","10","350","73","80"
"17.11.2015 15:00:00","4","0","204","2,12","10485760","397410","3,79","0","3","350","2","1"
"17.11.2015 15:05:00","4","0","223","2,33","10485760","460325","4,39","10","9","350","11","9"
"17.11.2015 15:10:00","4","0","210","2,18","10485760","544211","5,19","0","3","350","2","1"
"17.11.2015 15:15:00","4","0","220","2,29","10485760","607126","5,79","0","3","350","3","2"
"17.11.2015 15:20:00","4","0","223","2,33","10485760","418382","3,99","0","3","350","3","1"
"17.11.2015 15:25:00","4","0","401","4,18","10485760","544211","5,19","0","12","350","97","105"
"17.11.2015 15:30:00","4","0","212","2,21","10485760","418382","3,99","0","3","350","2","1"
"17.11.2015 15:35:00","4","0","240","2,5","10485760","460325","4,39","7","7","350","3","2"
"17.11.2015 15:40:00","4","0","447","4,65","10485760","830472","7,92","38","3656","350","2","2"
"17.11.2015 15:45:00","4","0","697","7,26","10485760","4368368","41,66","47","8613","350","4","3"
"17.11.2015 15:50:00","4","0","280","2,91","10485760","2822767","26,92","1","5","350","2","1"
"17.11.2015 15:55:00","4","0","423","4,41","10485760","2921333","27,86","0","12","350","97","105"
"17.11.2015 16:00:00","4","0","216","2,26","10485760","1347420","12,85","0","3","350","2","2"
"17.11.2015 16:05:00","4","0","225","2,34","10485760","544211","5,19","0","3","350","3","2"
"17.11.2015 16:10:00","4","0","214","2,23","10485760","572522","5,46","0","4","350","2","1"
"17.11.2015 16:15:00","4","0","209","2,18","10485760","460325","4,39","0","3","350","3","2"
"17.11.2015 16:20:00","4","0","208","2,17","10485760","592445","5,65","0","3","350","2","2"
"17.11.2015 16:25:00","4","0","402","4,19","10485760","565182","5,39","0","13","350","94","101"
"17.11.2015 16:30:00","4","0","223","2,33","10485760","635437","6,06","0","3","350","5","6"
"17.11.2015 16:35:00","4","0","217","2,26","10485760","529531","5,05","0","3","350","2","2"
"17.11.2015 16:40:00","4","0","220","2,29","10485760","544211","5,19","0","3","350","2","2"
"17.11.2015 16:45:00","4","0","224","2,34","10485760","530579","5,06","0","4","350","3","2"
"17.11.2015 16:50:00","4","0","256","2,66","10485760","565182","5,39","0","3","350","2","1"
"17.11.2015 16:55:00","4","0","290","3,03","10485760","515899","4,92","0","6","350","28","29"
"17.11.2015 17:00:00","4","0","403","4,2","10485760","746586","7,12","0","10","350","93","202"
"17.11.2015 17:05:00","4","0","499","5,2","10485760","2571108","24,52","11579","12261","350","3","3"
"17.11.2015 17:10:00","4","0","219","2,28","10485760","3354395","31,99","0","4","350","2","2"
"17.11.2015 17:15:00","4","0","223","2,32","10485760","921698","8,79","0","4","350","3","2"
"17.11.2015 17:20:00","4","0","221","2,31","10485760","536871","5,12","0","7","350","2","2"
